,phrase,intent,preproc_text
1700,Look for the show Card Hunter,SearchCreativeWork,look for the show card hunter
1701,Can you get me the Growing Artichokes in Mimongo movie?,SearchCreativeWork,can you get me the growing artichokes in mimongo movie
1702,Can you find me the Shockwave picture?,SearchCreativeWork,can you find me the shockwave picture
1703,Can you find me the Stand Proud book?,SearchCreativeWork,can you find me the stand proud book
1704,Can you find me the Back When I Knew It All album?,SearchCreativeWork,can you find me the back when i knew it all album
1705,Find me the novel called Ressha Sentai ToQger,SearchCreativeWork,find me the novel called ressha sentai toqger
1706,"Please find me the work, Ace of Spades.",SearchCreativeWork,please find me the work ace of spades 
1707,Can you search the photograph titled A Monetary History of the United States ,SearchCreativeWork,can you search the photograph titled a monetary history of the united states
1708,Please look up the Beauty on the Fire show.,SearchCreativeWork,please look up the beauty on the fire show 
1709,look for the creative work The Testament of Gideon Mack,SearchCreativeWork,look for the creative work the testament of gideon mack
1710,Can you search for Twilight Is Gone?,SearchCreativeWork,can you search for twilight is gone
1711,Look for the movie Songs in the Key of You,SearchCreativeWork,look for the movie songs in the key of you
1712,Please look up Tammy and the T-Rex work.,SearchCreativeWork,please look up tammy and the trex work 
1713,Please look up the Falls Church News-Press album.,SearchCreativeWork,please look up the falls church newspress album 
1714,Can you get me the Club Nation game?,SearchCreativeWork,can you get me the club nation game
1715,Please find me the Scud: The Disposable Assassin painting.,SearchCreativeWork,please find me the scud the disposable assassin painting 
1716,Want to find a creative work called The Prayer,SearchCreativeWork,want to find a creative work called the prayer
1717,"Please look up the photograph, The New People.",SearchCreativeWork,please look up the photograph the new people 
1718,Please search the song Poomadhathe Pennu.,SearchCreativeWork,please search the song poomadhathe pennu 
1719,Want a work called Walk the River,SearchCreativeWork,want a work called walk the river
1720,Looking for the photograph the Crimson Climax,SearchCreativeWork,looking for the photograph the crimson climax
1721,Find me a video game called Dating in the Dark Australia,SearchCreativeWork,find me a video game called dating in the dark australia
1722,Please search for the When the Lovelight Starts Shining Through His Eyes TV series.,SearchCreativeWork,please search for the when the lovelight starts shining through his eyes tv series 
1723,"Can you please find me the work, Goodbye?",SearchCreativeWork,can you please find me the work goodbye
1724,Find the album Encheiridion,SearchCreativeWork,find the album encheiridion
1725,Please search TV series The Movies.,SearchCreativeWork,please search tv series the movies 
1726,I am looking for any creative work with the title of Journal of Pharmacy and Pharmacology,SearchCreativeWork,i am looking for any creative work with the title of journal of pharmacy and pharmacology
1727,Can you find me the Children of Jerusalem: Yehuda movie?,SearchCreativeWork,can you find me the children of jerusalem yehuda movie
1728,Looking for a song with the title of Hollywood Star Playhouse,SearchCreativeWork,looking for a song with the title of hollywood star playhouse
1729,Look for the novel Rings of Steel,SearchCreativeWork,look for the novel rings of steel
1730,Find the album Follow That Camel,SearchCreativeWork,find the album follow that camel
1731,Find me the show with the name of For Hope,SearchCreativeWork,find me the show with the name of for hope
1732,Please find me the Magic Hour saga.,SearchCreativeWork,please find me the magic hour saga 
1733,Can you find me the painting titled Across the Line?,SearchCreativeWork,can you find me the painting titled across the line
1734,"Can you find me the work, An InCONvenient Truth?",SearchCreativeWork,can you find me the work an inconvenient truth
1735,Please search the Irv Gotti Presents: The Murderers picture.,SearchCreativeWork,please search the irv gotti presents the murderers picture 
1736,Please find me the Hat Trick novel.,SearchCreativeWork,please find me the hat trick novel 
1737,look for the television show The Tibetan Book of Living and Dying,SearchCreativeWork,look for the television show the tibetan book of living and dying
1738,Find My Only Wish in some form of creative work,SearchCreativeWork,find my only wish in some form of creative work
1739,Find the creative work Brilliant! Tragic!,SearchCreativeWork,find the creative work brilliant tragic 
1740,do you know if there is a TV series of Glinda of Oz?,SearchCreativeWork,do you know if there is a tv series of glinda of oz
1741,look for the creative work Meltdown вЂ“ Days of Destruction,SearchCreativeWork,look for the creative work meltdown days of destruction
1742,Please find me Happy Birthday BBC Two.,SearchCreativeWork,please find me happy birthday bbc two 
1743,Looking for the TV show the Tin Toy,SearchCreativeWork,looking for the tv show the tin toy
1744,"Please look up the painting, Modern times.",SearchCreativeWork,please look up the painting modern times 
1745,Please get me the British Journal of Dermatology game.,SearchCreativeWork,please get me the british journal of dermatology game 
1746,Look for the trailer of Guitar Heaven: Santana Performs the Greatest Guitar Classics of All Time,SearchCreativeWork,look for the trailer of guitar heaven santana performs the greatest guitar classics of all time
1747,Can you please find me The Biggest Loser Brunei: The Spirit of Life photograph?,SearchCreativeWork,can you please find me the biggest loser brunei the spirit of life photograph
1748,Would like to find the trailer for An Experiment with Time,SearchCreativeWork,would like to find the trailer for an experiment with time
1749,Please help me find the video game John Michael Montgomery discography.,SearchCreativeWork,please help me find the video game john michael montgomery discography 
1750,Wish to read the novel called The Wizard of Stone Mountain,SearchCreativeWork,wish to read the novel called the wizard of stone mountain
1751,Can you help me find the Author! Author! trailer?,SearchCreativeWork,can you help me find the author author trailer
1752,Find a show called The Inheritors,SearchCreativeWork,find a show called the inheritors
1753,Want to find a photograph called The Nine Maidens,SearchCreativeWork,want to find a photograph called the nine maidens
1754,Please find me The Hanging Valley movie.,SearchCreativeWork,please find me the hanging valley movie 
1755,Need a creative work with the title Unholy Confessions,SearchCreativeWork,need a creative work with the title unholy confessions
1756,Please get me the Just the Hits 2 TV show.,SearchCreativeWork,please get me the just the hits 2 tv show 
1757,Can you look up the Bireswar album?,SearchCreativeWork,can you look up the bireswar album
1758,Please search for Columbia Records 1958вЂ“1986.,SearchCreativeWork,please search for columbia records 1958 1986 
1759,"Can you please find me, Journals?",SearchCreativeWork,can you please find me journals
1760,Can you get me the Maldeamores saga?,SearchCreativeWork,can you get me the maldeamores saga
1761,"Can you please look up the game, The Islanders?",SearchCreativeWork,can you please look up the game the islanders
1762,Please find the Packed to the Rafters work.,SearchCreativeWork,please find the packed to the rafters work 
1763,Please find me Glass Cloud вЂ“ Single.,SearchCreativeWork,please find me glass cloud single 
1764,Search The Olympic Champ book.,SearchCreativeWork,search the olympic champ book 
1765,Please get me The National Medical Journal of India game.,SearchCreativeWork,please get me the national medical journal of india game 
1766,Search for the video game The Book of Heroic Failures,SearchCreativeWork,search for the video game the book of heroic failures
1767,Looking for the trailer for Shaolin Temple,SearchCreativeWork,looking for the trailer for shaolin temple
1768,Please look up the Cultural depictions of Matthew Shepard TV series.,SearchCreativeWork,please look up the cultural depictions of matthew shepard tv series 
1769,Can you help me find Preaching to the Perverted?,SearchCreativeWork,can you help me find preaching to the perverted
1770,Please look up the Out There picture.,SearchCreativeWork,please look up the out there picture 
1771,Please get me Edgemont soundtrack.,SearchCreativeWork,please get me edgemont soundtrack 
1772,Can you please find me Season of Glass?,SearchCreativeWork,can you please find me season of glass
1773,Looking for the crative work called In my memory,SearchCreativeWork,looking for the crative work called in my memory
1774,Search for a picture of Darker than black,SearchCreativeWork,search for a picture of darker than black
1775,Find the TV series Right here right now,SearchCreativeWork,find the tv series right here right now
1776,Wish to fins a painting by Ju-On: The Beginning of the End,SearchCreativeWork,wish to fins a painting by juon the beginning of the end
1777,Can you find me The Source Family novel?,SearchCreativeWork,can you find me the source family novel
1778,Please search for the painting Live at the Tokyo Dome.,SearchCreativeWork,please search for the painting live at the tokyo dome 
1779,"Can you find me the work, Chet Baker with Fifty Italian Strings?",SearchCreativeWork,can you find me the work chet baker with fifty italian strings
1780,Need to find the soundtrack called Fire in the Valley,SearchCreativeWork,need to find the soundtrack called fire in the valley
1781,"Please look up the book, The Wacken Carnage.",SearchCreativeWork,please look up the book the wacken carnage 
1782,Please get me the Armageddon March Eternal вЂ“ Symphonies of Slit Wrists trailer.,SearchCreativeWork,please get me the armageddon march eternal symphonies of slit wrists trailer 
1783,Find me the East Asia Image Collection movie.,SearchCreativeWork,find me the east asia image collection movie 
1784,get me House of Stairs,SearchCreativeWork,get me house of stairs
1785,Please search for Willy and the Poor Boys song.,SearchCreativeWork,please search for willy and the poor boys song 
1786,Can you find me the WWE Legends of Wrestling book?,SearchCreativeWork,can you find me the wwe legends of wrestling book
1787,"Can you look up the TV show, The Great Rock 'n' Roll Swindle?",SearchCreativeWork,can you look up the tv show the great rock n roll swindle
1788,Please look up the Utility Directory album.,SearchCreativeWork,please look up the utility directory album 
1789,Please search for the Puppet on a String video game.,SearchCreativeWork,please search for the puppet on a string video game 
1790,Find the Youth Against Christ saga,SearchCreativeWork,find the youth against christ saga
1791,Please search for the Lost My Way trailer.,SearchCreativeWork,please search for the lost my way trailer 
1792,"Please look up the television show, Noel Hill & Tony Linnane.",SearchCreativeWork,please look up the television show noel hill tony linnane 
1793,Please search The World of Music painting.,SearchCreativeWork,please search the world of music painting 
1794,Can you look up The Lateness of the Hour photograph?,SearchCreativeWork,can you look up the lateness of the hour photograph
1795,Find the Mystery Woman saga,SearchCreativeWork,find the mystery woman saga
1796,Can you search the Armed America: Portraits of Gun Owners in Their Homes television show?,SearchCreativeWork,can you search the armed america portraits of gun owners in their homes television show
1797,Please get me the Follow Me video game.,SearchCreativeWork,please get me the follow me video game 
1798,Please look up the show Statue of James Outram.,SearchCreativeWork,please look up the show statue of james outram 
1799,Can you find me the I Am Very Far TV series?,SearchCreativeWork,can you find me the i am very far tv series
1800,Find movie times for Landmark Theatres.,SearchScreeningEvent,find movie times for landmark theatres 
1801,What are the movie times for Amco Entertainment,SearchScreeningEvent,what are the movie times for amco entertainment
1802,what films are showing at Bow Tie Cinemas,SearchScreeningEvent,what films are showing at bow tie cinemas
1803,Show me the movies close by,SearchScreeningEvent,show me the movies close by
1804,I want to see The Da Vinci Code,SearchScreeningEvent,i want to see the da vinci code
1805,Show me movie times at the Pacific Theatres for The Hot Rock,SearchScreeningEvent,show me movie times at the pacific theatres for the hot rock
1806,Tell me the closest movie house playing Black Rage,SearchScreeningEvent,tell me the closest movie house playing black rage
1807,Is My Own True Love playing,SearchScreeningEvent,is my own true love playing
1808,What are the movie schedules for Kerasotes Theatres,SearchScreeningEvent,what are the movie schedules for kerasotes theatres
1809,Check the movie timings for Cracked Nuts at Southern Theatres.,SearchScreeningEvent,check the movie timings for cracked nuts at southern theatres 
1810,Is it possible to see Riddick at Consolidated Theatres,SearchScreeningEvent,is it possible to see riddick at consolidated theatres
1811,What films are playing at the closest movie house,SearchScreeningEvent,what films are playing at the closest movie house
1812,Is The Wash playing at the cinema in one minute,SearchScreeningEvent,is the wash playing at the cinema in one minute
1813,Give me the movie schedule for The Loners at MJR Theatres.,SearchScreeningEvent,give me the movie schedule for the loners at mjr theatres 
1814,Show the times for animated movies in the nearest movie house,SearchScreeningEvent,show the times for animated movies in the nearest movie house
1815,Find the movie schedule close by,SearchScreeningEvent,find the movie schedule close by
1816,What are them movie times,SearchScreeningEvent,what are them movie times
1817,Find the schedule for A Kiss Before Dying.,SearchScreeningEvent,find the schedule for a kiss before dying 
1818,Find the schedule for animated movies nearby,SearchScreeningEvent,find the schedule for animated movies nearby
1819,When is The Grip of Iron playing,SearchScreeningEvent,when is the grip of iron playing
1820,Give me Pacific Theatres movie schedules,SearchScreeningEvent,give me pacific theatres movie schedules
1821,where is the nearest movie theatre showing movies,SearchScreeningEvent,where is the nearest movie theatre showing movies
1822,What is the 7 A.M. movie schedules at Amco Entertainment,SearchScreeningEvent,what is the 7 a m movie schedules at amco entertainment
1823,Find the movie times at National Amusements.,SearchScreeningEvent,find the movie times at national amusements 
1824,I need the films names that are playing in the closest movie house,SearchScreeningEvent,i need the films names that are playing in the closest movie house
1825,What AMC Theaters is The Red Dance playing at?,SearchScreeningEvent,what amc theaters is the red dance playing at
1826,Is The Strange Case of the End of Civilization as We Know It playing at the movie theatre,SearchScreeningEvent,is the strange case of the end of civilization as we know it playing at the movie theatre
1827,Is AMC Theaters showing Crime on the Hill?,SearchScreeningEvent,is amc theaters showing crime on the hill
1828,Is Worms Will Turn running at any movie hall?,SearchScreeningEvent,is worms will turn running at any movie hall
1829,what day does the movie Star of the Circus play at ten PM,SearchScreeningEvent,what day does the movie star of the circus play at ten pm
1830,Find the schedule for Metallica Through the Never.,SearchScreeningEvent,find the schedule for metallica through the never 
1831,I need movie times at United Paramount Theatres,SearchScreeningEvent,i need movie times at united paramount theatres
1832,Is Mark of the Cop showing in the closest movie theatre,SearchScreeningEvent,is mark of the cop showing in the closest movie theatre
1833,Check which cinema currently runs When the Last Sword is Drawn.,SearchScreeningEvent,check which cinema currently runs when the last sword is drawn 
1834,When doesFun 2shh: Dudes in the 10th Century start at the closest movie theatre.,SearchScreeningEvent,when doesfun 2shh dudes in the 10th century start at the closest movie theatre 
1835,I would like to see a movie at the nearest movie house.,SearchScreeningEvent,i would like to see a movie at the nearest movie house 
1836,Find the movie schedule.,SearchScreeningEvent,find the movie schedule 
1837,when is Interview: The Documentary playing in Loews Cineplex,SearchScreeningEvent,when is interview the documentary playing in loews cineplex
1838,"I want to see Death Carries a Cane at the closest movie theatre, what times will it be showing?",SearchScreeningEvent,i want to see death carries a cane at the closest movie theatre what times will it be showing
1839,I need movie schedules,SearchScreeningEvent,i need movie schedules
1840,Find the movies at the nearest cinema.,SearchScreeningEvent,find the movies at the nearest cinema 
1841,Is The Country Doctor on the schedule at any theater near me?,SearchScreeningEvent,is the country doctor on the schedule at any theater near me
1842,where is No Sleep til Shanghai showing in three hours from now,SearchScreeningEvent,where is no sleep til shanghai showing in three hours from now
1843,Are any films play at the Santikos Theatres,SearchScreeningEvent,are any films play at the santikos theatres
1844,What is showing at twelve P.M. in the closest movie house,SearchScreeningEvent,what is showing at twelve p m in the closest movie house
1845,Find the movie times at Bow Tie Cinemas.,SearchScreeningEvent,find the movie times at bow tie cinemas 
1846,Find the closest movie theatre with animated movies in 21 hours,SearchScreeningEvent,find the closest movie theatre with animated movies in 21 hours
1847,Is Winged Victory showing anywhere in one minute?,SearchScreeningEvent,is winged victory showing anywhere in one minute
1848,show me the schedule of movie Thirty Two Short Films About Glenn Gould in 14 minutes,SearchScreeningEvent,show me the schedule of movie thirty two short films about glenn gould in 14 minutes
1849,When is Painless Love playing in the Neighborhood Cinema Group,SearchScreeningEvent,when is painless love playing in the neighborhood cinema group
1850,Give me the movie schedule for Cineplex Odeon Corporation,SearchScreeningEvent,give me the movie schedule for cineplex odeon corporation
1851,When is Brick showing,SearchScreeningEvent,when is brick showing
1852,Where will The Blonde from Peking be playing,SearchScreeningEvent,where will the blonde from peking be playing
1853,Is there any way to see Tailspin Tommy in the Great Air Mystery,SearchScreeningEvent,is there any way to see tailspin tommy in the great air mystery
1854,Find the schedule at Southern Theatres.,SearchScreeningEvent,find the schedule at southern theatres 
1855,What movies are playing at Loews Cineplex?,SearchScreeningEvent,what movies are playing at loews cineplex
1856,I want to find out when Midnight Club is playing,SearchScreeningEvent,i want to find out when midnight club is playing
1857,Can I get the movie schedule for Douglas Theatre Company,SearchScreeningEvent,can i get the movie schedule for douglas theatre company
1858,what movies are playing at Warren Theatres,SearchScreeningEvent,what movies are playing at warren theatres
1859,Find the movie schedules for Cobb Theatres.,SearchScreeningEvent,find the movie schedules for cobb theatres 
1860,Will you show me the movies playing around here?,SearchScreeningEvent,will you show me the movies playing around here
1861,Circle of Iron in the closet cinema,SearchScreeningEvent,circle of iron in the closet cinema
1862,Find animated movies in the neighborhood.,SearchScreeningEvent,find animated movies in the neighborhood 
1863,Is Storm Warning playing,SearchScreeningEvent,is storm warning playing
1864,Are there any animated movies playing at the closest cinema?,SearchScreeningEvent,are there any animated movies playing at the closest cinema
1865,What is the movie schedule for Marcus Corporation,SearchScreeningEvent,what is the movie schedule for marcus corporation
1866,What movies are playing at the closest movie theatre,SearchScreeningEvent,what movies are playing at the closest movie theatre
1867,when is The Statue showing ,SearchScreeningEvent,when is the statue showing
1868,Is The Love Guru playing ,SearchScreeningEvent,is the love guru playing
1869,when is Letters from a Porcupine showing at Alamo Drafthouse Cinema,SearchScreeningEvent,when is letters from a porcupine showing at alamo drafthouse cinema
1870,What times will Escape from Hong Kong be showing?,SearchScreeningEvent,what times will escape from hong kong be showing
1871,"I want to see The Happy Thieves at Marcus Corporation, can you show me movie times",SearchScreeningEvent,i want to see the happy thieves at marcus corporation can you show me movie times
1872,Are there any movies playing at 5 am at North American Cinemas?,SearchScreeningEvent,are there any movies playing at 5 am at north american cinemas
1873,Find the schedule for Stacey.,SearchScreeningEvent,find the schedule for stacey 
1874,When is The Tale of the Fox playing near me,SearchScreeningEvent,when is the tale of the fox playing near me
1875,What films are showing at Magic Johnson Theatres.,SearchScreeningEvent,what films are showing at magic johnson theatres 
1876,Can I get the movie schedule for ArcLight Hollywood,SearchScreeningEvent,can i get the movie schedule for arclight hollywood
1877,Give me movie times,SearchScreeningEvent,give me movie times
1878,What are the animated movies playing nearby,SearchScreeningEvent,what are the animated movies playing nearby
1879,What movies are at Caribbean Cinemas,SearchScreeningEvent,what movies are at caribbean cinemas
1880,Is Sheikh Chilli playing,SearchScreeningEvent,is sheikh chilli playing
1881,What is the nearest movie theatre showing OceanвЂ™s 13?,SearchScreeningEvent,what is the nearest movie theatre showing ocean s 13
1882,Find the schedule for The Voice in the Fog at night at the closest movie house.,SearchScreeningEvent,find the schedule for the voice in the fog at night at the closest movie house 
1883,Check movie schedules and find which animated movies are being aired in the neighborhood,SearchScreeningEvent,check movie schedules and find which animated movies are being aired in the neighborhood
1884,where can i watch animated movies around here,SearchScreeningEvent,where can i watch animated movies around here
1885,Show me the movie times ,SearchScreeningEvent,show me the movie times
1886,Is Millions in the Air playing at the cinema,SearchScreeningEvent,is millions in the air playing at the cinema
1887,"Is Love, Marilyn playing",SearchScreeningEvent,is love marilyn playing
1888,What times is 7 Faces of Dr. Lao showing at United Paramount Theatres,SearchScreeningEvent,what times is 7 faces of dr lao showing at united paramount theatres
1889, Give me the list of films showing at night at Great Escape Theatres.,SearchScreeningEvent,give me the list of films showing at night at great escape theatres 
1890,When is Balkan Rhapsodies: 78 Measures of War playing at Malco Theatres?,SearchScreeningEvent,when is balkan rhapsodies 78 measures of war playing at malco theatres
1891,show me the schedule of The Loves of Letty in the closest cinema,SearchScreeningEvent,show me the schedule of the loves of letty in the closest cinema
1892,Can I see The Cup Winner at the closest movie house,SearchScreeningEvent,can i see the cup winner at the closest movie house
1893,when can I see Dead Snow,SearchScreeningEvent,when can i see dead snow
1894,Where can i see Love Me Tonight,SearchScreeningEvent,where can i see love me tonight
1895,show me the list of films in Cobb Theatres,SearchScreeningEvent,show me the list of films in cobb theatres
1896,I want to see King of the River in the nearest movie theatre,SearchScreeningEvent,i want to see king of the river in the nearest movie theatre
1897,At what times will animated movies be showing nearby?,SearchScreeningEvent,at what times will animated movies be showing nearby
1898,show me the schedule of movie Shadow of a Woman,SearchScreeningEvent,show me the schedule of movie shadow of a woman
1899,What are the movie schedules in the neighborhood,SearchScreeningEvent,what are the movie schedules in the neighborhood
1900,show me the movie times in the neighbourhood,SearchScreeningEvent,show me the movie times in the neighbourhood
1901,I need to know when Sensation in MorganвЂ™s Creek is playing,SearchScreeningEvent,i need to know when sensation in morgan s creek is playing
1902,Give me the schedule for animated movies at the nearest cinema,SearchScreeningEvent,give me the schedule for animated movies at the nearest cinema
1903,What movies are showing close by,SearchScreeningEvent,what movies are showing close by
1904,Is it possible to see Seed of Chucky,SearchScreeningEvent,is it possible to see seed of chucky
1905,When is The Creators showing,SearchScreeningEvent,when is the creators showing
1906,Is The Kiss playing,SearchScreeningEvent,is the kiss playing
1907,Find the movie times.,SearchScreeningEvent,find the movie times 
1908,Can I see the movie times for the Great Escape Theatres,SearchScreeningEvent,can i see the movie times for the great escape theatres
1909,are there any movies playing around here,SearchScreeningEvent,are there any movies playing around here
1910,List all the movies playing in the area now.,SearchScreeningEvent,list all the movies playing in the area now 
1911,Find the schedule for Precautions Against Fanatics at Star Theatres.,SearchScreeningEvent,find the schedule for precautions against fanatics at star theatres 
1912,I want to see Idols of Clay at my movie house.,SearchScreeningEvent,i want to see idols of clay at my movie house 
1913,Is Prophecy playing at Malco Theatres,SearchScreeningEvent,is prophecy playing at malco theatres
1914,Find the schedule for Evening Clothes in 1 second.,SearchScreeningEvent,find the schedule for evening clothes in 1 second 
1915,Find the schedule for The Solitude of Prime Numbers at the nearest cinema in 1 hour .,SearchScreeningEvent,find the schedule for the solitude of prime numbers at the nearest cinema in 1 hour 
1916,When can I see I Am Sorry at my movie house,SearchScreeningEvent,when can i see i am sorry at my movie house
1917,Show me when and where I can see Song of Summer,SearchScreeningEvent,show me when and where i can see song of summer
1918,show me the movie schedule at the closest cinema,SearchScreeningEvent,show me the movie schedule at the closest cinema
1919,Can I get a movie schedule,SearchScreeningEvent,can i get a movie schedule
1920,Find the schedule for animated movies in the neighbourhood.,SearchScreeningEvent,find the schedule for animated movies in the neighbourhood 
1921,I want to see Sympathy for the Devil,SearchScreeningEvent,i want to see sympathy for the devil
1922,show the schedule of Unborn but Forgotten,SearchScreeningEvent,show the schedule of unborn but forgotten
1923,Is Unsettled Land playing at the movie theatre,SearchScreeningEvent,is unsettled land playing at the movie theatre
1924,When is The Devil with Hitler playing in Bow Tie Cinemas,SearchScreeningEvent,when is the devil with hitler playing in bow tie cinemas
1925,Tell me what movies are showing at seven am at the closest movie house.,SearchScreeningEvent,tell me what movies are showing at seven am at the closest movie house 
1926,Find movie schedules nearby.,SearchScreeningEvent,find movie schedules nearby 
1927,Find the schedule for Death Valley Manhunt.,SearchScreeningEvent,find the schedule for death valley manhunt 
1928,Find animated movies showing close by.,SearchScreeningEvent,find animated movies showing close by 
1929,"Is A Man, a Woman, and a Bank showing in the nearest Neighborhood Cinema Group",SearchScreeningEvent,is a man a woman and a bank showing in the nearest neighborhood cinema group
1930,Find the list of movies showing close by,SearchScreeningEvent,find the list of movies showing close by
1931,Are there any films around here,SearchScreeningEvent,are there any films around here
1932,Is Rented Lips playing at the nearest cinema,SearchScreeningEvent,is rented lips playing at the nearest cinema
1933,Find the schedule for Heart Beats.,SearchScreeningEvent,find the schedule for heart beats 
1934,Find the movies at Malco Theatres.,SearchScreeningEvent,find the movies at malco theatres 
1935,Is A Closed Book playing at United Paramount Theatres,SearchScreeningEvent,is a closed book playing at united paramount theatres
1936,what are the movie times for IMAX Corporation,SearchScreeningEvent,what are the movie times for imax corporation
1937,What animated movies are playing at the closest cinema?,SearchScreeningEvent,what animated movies are playing at the closest cinema
1938,When can I see Ghost World,SearchScreeningEvent,when can i see ghost world
1939,What movie theatre is palying The Hurricane five hours from now,SearchScreeningEvent,what movie theatre is palying the hurricane five hours from now
1940,Find the movie schedule at B&B Theatres.,SearchScreeningEvent,find the movie schedule at b b theatres 
1941,Show me movie schedules,SearchScreeningEvent,show me movie schedules
1942,Is American Dreamer playing at Pacific Theatres,SearchScreeningEvent,is american dreamer playing at pacific theatres
1943,I want to see Vanishing of the Bees at a movie house.,SearchScreeningEvent,i want to see vanishing of the bees at a movie house 
1944,Give me the list of animated movies playing at the closest movie house,SearchScreeningEvent,give me the list of animated movies playing at the closest movie house
1945,What are the timings for Starship Troopers 2?,SearchScreeningEvent,what are the timings for starship troopers 2
1946,When will So Happy Together begin playing?,SearchScreeningEvent,when will so happy together begin playing
1947, is it possible to see Corn at eleven A.M. at Loews Cineplex Entertainment,SearchScreeningEvent,is it possible to see corn at eleven a m at loews cineplex entertainment
1948,Is Short of Love playing ,SearchScreeningEvent,is short of love playing
1949,"When is For One Night playing at Loews Cineplex Entertainment?
",SearchScreeningEvent,when is for one night playing at loews cineplex entertainment
1950,Is The Little Irish Girl playing,SearchScreeningEvent,is the little irish girl playing
1951,What film is playing nearby,SearchScreeningEvent,what film is playing nearby
1952,Can I see Love in the Time of Cholera in the nearest movie house,SearchScreeningEvent,can i see love in the time of cholera in the nearest movie house
1953,What are the movie schedules in the neighbourhood,SearchScreeningEvent,what are the movie schedules in the neighbourhood
1954,what's the movie schedule at National Amusements,SearchScreeningEvent,what the movie schedule at national amusements
1955,"I'd like to go to Douglas Theatre Company to see In Beaver Valley, what times will this be playing?",SearchScreeningEvent,i d like to go to douglas theatre company to see in beaver valley what times will this be playing
1956,what films are showing at United Paramount Theatres,SearchScreeningEvent,what films are showing at united paramount theatres
1957,show me the movie times in Dipson Theatres,SearchScreeningEvent,show me the movie times in dipson theatres
1958,Show me movie schedule at Cobb Theatres,SearchScreeningEvent,show me movie schedule at cobb theatres
1959,What animated movies are showing nearby,SearchScreeningEvent,what animated movies are showing nearby
1960,Shoe the movie showings for the closest cinema showing international movies,SearchScreeningEvent,shoe the movie showings for the closest cinema showing international movies
1961,What's the movie schedule at sunrise for ArcLight Hollywood,SearchScreeningEvent,what the movie schedule at sunrise for arclight hollywood
1962,I need the movie Kids in Love at the movie house,SearchScreeningEvent,i need the movie kids in love at the movie house
1963,Is The Butcher Boy playing anywhere at supper time?,SearchScreeningEvent,is the butcher boy playing anywhere at supper time
1964,Can I see An Innocent Affair at the nearest movie house.,SearchScreeningEvent,can i see an innocent affair at the nearest movie house 
1965,Show me the movie times for animated movies that are in theaters close by,SearchScreeningEvent,show me the movie times for animated movies that are in theaters close by
1966,Find the movie schedule for animated movies in the neighborhood.,SearchScreeningEvent,find the movie schedule for animated movies in the neighborhood 
1967,When and where can I see A Film with Me in It,SearchScreeningEvent,when and where can i see a film with me in it
1968,I need a list of places in the area where I can see animated movies in six minutes ,SearchScreeningEvent,i need a list of places in the area where i can see animated movies in six minutes
1969,Can I see Standing on the Edge of the Noise in the nearest cinema,SearchScreeningEvent,can i see standing on the edge of the noise in the nearest cinema
1970,I want to see Michel Strogoff,SearchScreeningEvent,i want to see michel strogoff
1971,I want to see The Devil Diamond at a movie theatre.,SearchScreeningEvent,i want to see the devil diamond at a movie theatre 
1972,Is Chronicle of My Mother showing at the nearest cinema in 1 minute and 8 seconds.,SearchScreeningEvent,is chronicle of my mother showing at the nearest cinema in 1 minute and 8 seconds 
1973,Find the schedule for Salt of the Black Earth at the closest movie house.,SearchScreeningEvent,find the schedule for salt of the black earth at the closest movie house 
1974,What are the movie times at Alamo Drafthouse Cinema,SearchScreeningEvent,what are the movie times at alamo drafthouse cinema
1975,I need the movie schedules for Century Theatres,SearchScreeningEvent,i need the movie schedules for century theatres
1976,I need movie times in the area for any type of movies,SearchScreeningEvent,i need movie times in the area for any type of movies
1977,Find the films at ArcLight Hollywood.,SearchScreeningEvent,find the films at arclight hollywood 
1978,Show me the new showings for animated movies in the neighborhood,SearchScreeningEvent,show me the new showings for animated movies in the neighborhood
1979,what theater is showing Trouble in Paradise at 00:45 am,SearchScreeningEvent,what theater is showing trouble in paradise at 00 45 am
1980,Give me the movie schedules at Plitt Theatres,SearchScreeningEvent,give me the movie schedules at plitt theatres
1981,What are the movie times in the neighbourhood,SearchScreeningEvent,what are the movie times in the neighbourhood
1982,Show me animated movies that are playig at Great Escape Theatres,SearchScreeningEvent,show me animated movies that are playig at great escape theatres
1983,Is there a showing of A Matter of Degrees at Harkins Theatres,SearchScreeningEvent,is there a showing of a matter of degrees at harkins theatres
1984,i want to see some movies in a B&B Theatres,SearchScreeningEvent,i want to see some movies in a b b theatres
1985,What movies are showing at Plitt Theatres.,SearchScreeningEvent,what movies are showing at plitt theatres 
1986,I would like to see The Heart of a Siren in my movie house,SearchScreeningEvent,i would like to see the heart of a siren in my movie house
1987,Any showings for animated movies at Santikos Theatres.,SearchScreeningEvent,any showings for animated movies at santikos theatres 
1988,Find the movie schedule at IMAX Corporation.,SearchScreeningEvent,find the movie schedule at imax corporation 
1989,I need a list for Star Theatres of animated movies,SearchScreeningEvent,i need a list for star theatres of animated movies
1990,Can i get the times for afternoon showings in the nearest cinema for In the Secret Service,SearchScreeningEvent,can i get the times for afternoon showings in the nearest cinema for in the secret service
1991,When is Robotix playing?,SearchScreeningEvent,when is robotix playing
1992,Find me animated movies at Amco Entertainment tomorrow,SearchScreeningEvent,find me animated movies at amco entertainment tomorrow
