"Intent";"result"
"worker.terminate";"""I need to do a worker termination"""
"worker.terminate";"""abolish worker"""
"worker.terminate";"""terminate employee Anthony"""
"worker.terminate";"""terminate employee"""
"worker.terminate";"""terminate worker"""
"worker.usI9Screening.section1.complete";"""I9 section 1"""
"worker.usI9Screening.section1.complete";"""I9 sec1"""
"worker.usI9Screening.section1.complete";"""I9"""
"worker.usI9Screening.section1.complete";"""submit employment eligibility verification"""
"worker.usI9Screening.section1.complete";"""get I-9 done"""
"worker.usI9Screening.section1.complete";"""turn in I9"""
"worker.usI9Screening.section1.complete";"""fill out Form 1-9 Section 1"""
"worker.usI9Screening.section1.complete";"""finish form I9"""
"worker.usI9Screening.section1.complete";"""complete I9"""
"worker.usI9Screening.section1.complete";"""employee I9 form modification required"""
"worker.usI9Screening.section1.complete";"""a change in I9 form is required"""
"worker.usI9Screening.section1.complete";"""Send Chase I9 sec 1"""
"worker.usI9Screening.section1.complete";"""I need to submit Bill form for I9 section 1"""
"worker.usI9Screening.section1.complete";"""Turn in employee I9 section 1"""
"worker.usI9Screening.section1.complete";"""Complete worker I9 section 1"""
"worker.usI9Screening.section1.complete";"""Submit employee I9"""
"worker.usI9Screening.section1.complete";"""Finish worker I9 section 1"""
"worker.usI9Screening.section1.complete";"""Submit Bill I9 form section 1"""
"worker.usI9Screening.section1.generate";"""make new I9 form for employee section 1"""
"worker.usI9Screening.section1.generate";"""create Anthony I9 sec 1"""
"worker.usI9Screening.section1.generate";"""create Dan form I9 section 1"""
"worker.usI9Screening.section1.generate";"""generate worker form I9 section 1"""
"worker.usI9Screening.section1.generate";"""generate worker I9 form section 1"""
"worker.usI9Screening.section1.generate";"""generate form I9"""
"worker.usI9Screening.section1.generate";"""create form I9 section 1"""
"worker.usI9Screening.section1.generate";"""make new associate I9 section 1"""
"worker.usI9Screening.section1.generate";"""create Anthony form I9 section 1"""
"worker.usI9Screening.section1.generate";"""new worker form I9 section 1"""
"worker.usI9Screening.section1.generate";"""create worker form I9 section 1"""
"worker.usI9Screening.section1.generate";"""create worker form I9 sec 1"""
"worker.usI9Screening.section1.generate";"""generate form I9 section 1"""
"worker.usI9Screening.section2.complete";"""I9 section 2"""
"worker.usI9Screening.section2.complete";"""I9 section2"""
"worker.usI9Screening.section2.complete";"""I9 sec2"""
"worker.usI9Screening.section2.complete";"""submit I9 section2"""
"worker.usI9Screening.section2.complete";"""submit I9 section 2"""
"worker.usI9Screening.section2.complete";"""enter I9 Sec 2"""
"worker.usI9Screening.section2.complete";""" fill out Section 2 of Form I-9"""
"worker.usI9Screening.section2.complete";"""get done I9 Section 2"""
"worker.usI9Screening.section2.complete";"""complete employment eligibility verification"""
"worker.usI9Screening.section2.complete";"""send Form I-9 section 2"""
"worker.usI9Screening.section2.complete";"""finish Form I9 2nd section"""
"worker.usI9Screening.section2.complete";"""turn in I-9 section 2"""
"worker.usI9Screening.section2.complete";"""I9 second"""
"worker.usI9Screening.section2.complete";"""submit I9 second section"""
"worker.usI9Screening.section2.generate";"""I need to create a section 2 I9 form for a worker"""
"worker.usI9Screening.section2.generate";"""generate worker form I9 section 2"""
"worker.usI9Screening.section2.generate";"""generate worker I9 form section 2"""
"worker.usI9Screening.section2.generate";"""create form I9 section 2"""
"worker.usI9Screening.section2.generate";"""new worker form I9 section 2"""
"worker.usI9Screening.section2.generate";"""create Dan form I9 section 2"""
"worker.usI9Screening.section2.generate";"""create Anthony I9 sec 2"""
"worker.usI9Screening.section2.generate";"""make associate I9 section 2"""
"worker.usI9Screening.section2.generate";"""generate form I9 sec 2"""
"worker.usI9Screening.section2.generate";"""associate form I9 section 2"""
"worker.usI9Screening.section2.generate";"""set up worker form I9 section 2"""
"worker.usI9Screening.section2.generate";"""create worker form I9 section 2"""
"worker.usI9Screening.section2.generate";"""generate I9 section 2"""
"worker.usI9Screening.section2.generate";"""create worker form I9 sec 2"""
"worker.usI9Screening.section2.generate";"""generate form I9 section 2"""
"worker.usI9Screening.status.update";"""make modifications to employee I9 screening"""
"worker.usI9Screening.status.update";"""edit employee I9 screening"""
"worker.usI9Screening.status.update";"""make changes to Dan I9 screning"""
"worker.usI9Screening.status.update";"""modify worker I9"""
"worker.usI9Screening.status.update";"""update Keith I9 screening"""
"worker.usI9Screening.status.update";"""revise Anthony I9 screening"""
"worker.usI9Screening.status.update";"""update worker I9"""
"worker.usI9Screening.status.update";"""revise worker I9"""
"worker.usI9Screening.status.update";"""edit associate I9 screening"""
"worker.usI9Screening.status.update";"""change worker I9 screening"""
"worker.usI9Screening.status.update";"""change Bruno I9 screening"""
"worker.usI9Screening.status.update";"""update worker I9 screening status"""
"workerBirthInformation.update";"""correct his birth information"""
"workerBirthInformation.update";"""edit Margarite's birth date details"""
"workerBirthInformation.update";"""adjust worker's DOB"""
"workerBirthInformation.update";"""modify associate's birthdate"""
"workerBirthInformation.update";"""change employee's birthday"""
"workerBirthInformation.update";"""update date of birth for Chase"""
"workerBirthInformation.update";"""Teresa birth date adjustment"""
"workerBirthInformation.update";"""modify Danny DOB"""
"workerBirthInformation.update";"""Update Teresa Brown birthday"""
"workerBirthInformation.update";"""update labourer birth information"""
"workerBirthInformation.update";"""labourer birth info change"""
"workerBirthInformation.update";"""changes in employees birthday"""
"workerBirthInformation.update";"""update worker birth year to 1996"""
"workerBirthInformation.update";"""update my worker birth information"""
"workerBirthInformation.update";"""modify worker date of birth"""
"workerBirthInformation.update";"""edit DOB for Vincent"""
"workerBirthInformation.update";"""I need to ajust birt date for someone"""
"workerBirthInformation.update";"""Update Chase date of birth to 05/05/2000"""
"workerBirthInformation.update";"""Change employee birthday"""
"workerBirthInformation.update";"""change date of birth for Roberto to January 1st 1985"""
"workerBirthInformation.update";"""adjust DOB for someone else"""
"workerBirthInformation.update";"""Larry birthday update"""
"workerBirthInformation.update";"""Roberto birth date adjustment"""
"workerBirthInformation.update";"""adjust employee birthday information"""
"workerBirthInformation.update";"""change worker DOB"""
"workerBirthInformation.update";"""adjust date born for Larry"""
"workerBirthInformation.update";"""correct Larry's birth information"""
"workerBirthInformation.update";"""modify worker birthday information"""
"workerBloodGroup.update";"""Edit blood group to O Negative for worker"""
"workerBloodGroup.update";"""Correct blood type to AB Negative for associate"""
"workerBloodGroup.update";"""Update to B Negative for employee"""
"workerBloodGroup.update";"""Change blood type to A Negative for Chase"""
"workerBloodGroup.update";"""Worker is O Positive"""
"workerBloodGroup.update";"""Employee's blood group is AB positive"""
"workerBloodGroup.update";"""Associate's blood type is B Positive"""
"workerBloodGroup.update";"""Bruno is A Positive"""
"workerBloodGroup.update";"""Edit Roberto's blood group to O-"""
"workerBloodGroup.update";"""Correct blood type to AB- for Chase"""
"workerBloodGroup.update";"""Update to B - for worker"""
"workerBloodGroup.update";"""Change blood type to A - for associate"""
"workerBloodGroup.update";"""employee is O+"""
"workerBloodGroup.update";"""Vincent's blood group is AB +"""
"workerBloodGroup.update";"""Worker's blood type is B+"""
"workerBloodGroup.update";"""Associate is A+"""
"workerBloodGroup.update";"""correct my blood group for employee"""
"workerBloodGroup.update";"""edit blood type for Roberto"""
"workerBloodGroup.update";"""adjust worker's blood group"""
"workerBloodGroup.update";"""modify associate's blood type"""
"workerBloodGroup.update";"""change employee's blood group"""
"workerBloodGroup.update";"""update my worker blood type"""
"workerBloodGroup.update";"""update Chase's blood type"""
"workerCitizenship.update";"""Worker became a Canada citizen"""
"workerCitizenship.update";"""Associate is a Japan citizen"""
"workerCitizenship.update";"""Employee is a Brazil citizen"""
"workerCitizenship.update";"""Jack became a U.S. citizen"""
"workerCitizenship.update";"""Worker is a US citizen"""
"workerCitizenship.update";"""Associate is a United States citizen"""
"workerCitizenship.update";"""correct citizenship details for employee"""
"workerCitizenship.update";"""edit citizenship information for Bruno"""
"workerCitizenship.update";"""adjust worker's citizenship status"""
"workerCitizenship.update";"""modify associate's citizenship"""
"workerCitizenship.update";"""change employee's citizenship status"""
"workerCitizenship.update";"""update Vincent's citizenship"""
"workerDeathDate.inform";"""worker deceased on June 2000"""
"workerDeathDate.inform";"""associate passed away on March 1990"""
"workerDeathDate.inform";"""employee died on January 2011"""
"workerDeathDate.inform";"""Margarite's date of death is 2000"""
"workerDeathDate.inform";"""associate is deceased"""
"workerDeathDate.inform";"""employee passed away"""
"workerDeathDate.inform";"""Chase died"""
"workerDeathDate.inform";"""date of death of worker"""
"workerDeathDate.inform";"""inform an employee decease date"""
"workerDeathDate.inform";"""inform worker death date"""
"workerDeathDate.inform";"""worker death date inform"""
"workerDeathDate.inform";"""associate died in January 2000"""
"workerDeathDate.inform";"""Paul passed away in February"""
"workerDeathDate.inform";"""inform Brian death date"""
"workerDisability.update";"""Margarite is no longer disabled"""
"workerDisability.update";"""He is not disabled"""
"workerDisability.update";"""They became disabled"""
"workerDisability.update";"""She is disabled"""
"workerDisability.update";"""correct Chase's disability classification"""
"workerDisability.update";"""edit their handicapped classification"""
"workerDisability.update";"""adjust handicap for Will"""
"workerDisability.update";"""modify employeeee handicapped status"""
"workerDisability.update";"""modify her handicapped status"""
"workerDisability.update";"""change his disability status"""
"workerDisability.update";"""update worker disability"""
"workerDisability.update";"""update Teresa's disability"""
"workerEthnicity.update";"""She has more than one race"""
"workerEthnicity.update";"""Jack considers himself biracial"""
"workerEthnicity.update";"""Worker has more than one ethnicity"""
"workerEthnicity.update";"""Empoyee is a Pacfic Islander"""
"workerEthnicity.update";"""Associate is a Native Hawaiian"""
"workerEthnicity.update";"""Change ethnicity to Alaska Native for Adam"""
"workerEthnicity.update";"""Associate considers themselves American Indian"""
"workerEthnicity.update";"""Employee is a Native American"""
"workerEthnicity.update";"""Update Justo's ethnicity to Asian"""
"workerEthnicity.update";"""Worker is Latino"""
"workerEthnicity.update";"""Associate identifies as Hispanic"""
"workerEthnicity.update";"""Employee is an African American"""
"workerEthnicity.update";"""Change employee's race to Black"""
"workerEthnicity.update";"""Margarite is Caucasian"""
"workerEthnicity.update";"""Worker is White"""
"workerEthnicity.update";"""Associate is a minority"""
"workerEthnicity.update";"""correct minority status for employee"""
"workerEthnicity.update";"""edit minority status for Justin"""
"workerEthnicity.update";"""adjust worker's racial identity"""
"workerEthnicity.update";"""modify associate's racial status"""
"workerEthnicity.update";"""modify associate's race"""
"workerEthnicity.update";"""change employee's ethnic group"""
"workerEthnicity.update";"""update Teresa's ethnicity"""
"workerGender.update";"""Justo prefers not to share gender"""
"workerGender.update";"""Vincent doesn't want to state gender"""
"workerGender.update";"""Bruno is male"""
"workerGender.update";"""Margarite is female"""
"workerGender.update";"""He is a man"""
"workerGender.update";"""She is a woman"""
"workerGender.update";"""edit gender for employee"""
"workerGender.update";"""adjust gender for Roberto"""
"workerGender.update";"""modify associate's gender"""
"workerGender.update";"""change my employee's gender"""
"workerGender.update";"""change employee's gender"""
"workerGender.update";"""update Chase's gender"""
"workerGender.update";"""update worker gender"""
"workerHeight.update";"""Chase is 5 feet 8 inches"""
"workerHeight.update";"""associate is six feet tall"""
"workerHeight.update";"""He is six feet tall"""
"workerHeight.update";"""worker is 5'2"""
"workerHeight.update";"""She is 5'2"""
"workerHeight.update";"""correct height for employee"""
"workerHeight.update";"""edit how tall Chase is"""
"workerHeight.update";"""adjust worker height"""
"workerHeight.update";"""modify height for associate"""
"workerHeight.update";"""update my worker height"""
"workerHeight.update";"""change how tall employee is"""
"workerHeight.update";"""update Roberto's height"""
"workerHeight.update";"""change Teresa Llosa height now please"""
"workerHeight.update";"""update Jackeline Faison height"""
"workerHeight.update";"""worker height is 5'2"""
"workerHeight.update";"""associate is 6'8"""
"workerHeight.update";"""associate heights 7'1"""
"workerIndicativeData.verify";"""verify worker indicative data"""
"workerIndicativeData.verify";"""validate Katherine indicative info"""
"workerIndicativeData.verify";"""check laborer indicative data"""
"workerIndicativeData.verify";"""validate Dan indicative info"""
"workerIndicativeData.verify";"""verify Anthony indicative information"""
"workerIndicativeData.verify";"""check Teresa indicative data"""
"workerIndicativeData.verify";"""verify employee indicative data"""
"workerIndicativeData.verify";"""validate worker indicative data"""
"workerIndicativeData.verify";"""validate associate indicative info"""
"workerIndicativeData.verify";"""verify missing data in associate indicative"""
"workerIndicativeData.verify";"""check worker indicative information"""
"workerIndicativeData.verify";"""check worker indicative data"""
"workerLGBT.update";"""He is transgender"""
"workerLGBT.update";"""associate identifies as bisexual"""
"workerLGBT.update";"""employee is a lesbian"""
"workerLGBT.update";"""Bruno is gay"""
"workerLGBT.update";"""correct gay status of worker"""
"workerLGBT.update";"""edit orientation for Will"""
"workerLGBT.update";"""adjust LGBT status for worker"""
"workerLGBT.update";"""modify associate's gender identity"""
"workerLGBT.update";"""change LGBT identity for employee"""
"workerLGBT.update";"""update Violet's sexual orientation"""
"workerLGBT.update";"""worker sex preferences modify"""
"workerLGBT.update";"""adjust Danny gender details"""
"workerLGBT.update";"""change LGBT laborer information"""
"workerLGBT.update";"""modify worker LGBT details"""
"workerLGBT.update";"""Teresa wants to change his LGBT details"""
"workerLGBT.update";"""change labourer status as lesbian"""
"workerLGBT.update";"""change employee status as gay"""
"workerLGBT.update";"""Change employee LGBT status"""
"workerLGBT.update";"""Bill wants to change his LGBT status"""
"workerLGBT.update";"""Terry has new sexual preferences"""
"workerLGBT.update";"""Change Chase LGB status"""
"workerLGBT.update";"""update worker LGBT status"""
"workerLGBT.update";"""I want to adjust employee LGBT status"""
"workerLGBT.update";"""An employee changed his LGB status"""
"workerLGBT.update";"""Chase has a new LGBT status"""
"workerMaritalStatus.update";"""associate's marital status changed"""
"workerMaritalStatus.update";"""employee is not in a domestic partnership"""
"workerMaritalStatus.update";"""Margarite is in a domestic partnership"""
"workerMaritalStatus.update";"""associate is a widower"""
"workerMaritalStatus.update";"""employee is a widow"""
"workerMaritalStatus.update";"""Bill's wife died"""
"workerMaritalStatus.update";"""worker's husband died"""
"workerMaritalStatus.update";"""associate got divorced"""
"workerMaritalStatus.update";"""employee is getting divorced"""
"workerMaritalStatus.update";"""Bill got married"""
"workerMaritalStatus.update";"""worker is getting married"""
"workerMaritalStatus.update";"""associate is not married anymore"""
"workerMaritalStatus.update";"""employee is divorced"""
"workerMaritalStatus.update";"""Chase is married"""
"workerMaritalStatus.update";"""worker is single"""
"workerMaritalStatus.update";"""correct associate's marriage status"""
"workerMaritalStatus.update";"""edit employee's marital status"""
"workerMaritalStatus.update";"""adjust Vincent's single status"""
"workerMaritalStatus.update";"""modify worker's married status"""
"workerMaritalStatus.update";"""change associate's marriage information"""
"workerMaritalStatus.update";"""update employee's marital status"""
"workerMaritalStatus.update";"""change laborer marital status to widow"""
"workerMaritalStatus.update";"""modify labourer marriage status"""
"workerMaritalStatus.update";"""change employee marital status"""
"workerMaritalStatus.update";"""employee is unmarried now"""
"workerMaritalStatus.update";"""change worker marital status as widow"""
"workerMaritalStatus.update";"""Chase is separated now"""
"workerMaritalStatus.update";"""change Chase status to divorced"""
"workerMaritalStatus.update";"""edit worker status mariage"""
"workerMaritalStatus.update";"""edit employee marital status"""
"workerMaritalStatus.update";"""adjust Chase marital status"""
"workerMaritalStatus.update";"""change Roberto marital status"""
"workerMaritalStatus.update";"""Margarite got divorced"""
"workerMaritalStatus.update";"""employee modify marital status"""
"workerMaritalStatus.update";"""worker change marital status"""
"workerMaritalStatus.update";"""worker will marry"""
"workerMaritalStatus.update";"""got married yesterday"""
"workerMaritalStatus.update";"""Dan got married"""
"workerMaritalStatus.update";"""Roberto is getting married"""
"workerName.update";"""Fabiano name update"""
"workerName.update";"""update associate name"""
"workerName.update";"""change worker name"""
"workerName.update";"""correct name of Bruno"""
"workerName.update";"""adjust Teresa Brown given name"""
"workerName.update";"""edit employee family name"""
"workerName.update";"""correct Daniel Ocean name"""
"workerName.update";"""worker name"""
"workerName.update";"""associate name correction"""
"workerName.update";"""update worker given name"""
"workerPersonalAddress.update";"""correct address details for worker"""
"workerPersonalAddress.update";"""edit address information for associate"""
"workerPersonalAddress.update";"""adjust address for employee"""
"workerPersonalAddress.update";"""modify address for Jennifer"""
"workerPersonalAddress.update";"""change Martha's home address"""
"workerPersonalAddress.update";"""update Chase's address"""
"workerPersonalAddress.update";"""Vincent address adjustment"""
"workerPersonalAddress.update";"""Vincent mailing address adjustment"""
"workerPersonalAddress.update";"""employee address adjustment"""
"workerPersonalAddress.update";"""edit Bruno's address"""
"workerPersonalAddress.update";"""change personal address of employee"""
"workerPersonalAddress.update";"""change street address of worker"""
"workerPersonalAddress.update";"""change home address for Vincent"""
"workerPersonalAddress.update";"""update Roberto's address"""
"workerPersonalAddress.update";"""update employee personal address"""
"workerPersonalAddress.update";"""modify worker address"""
"workerPersonalAddress.update";"""change employee address"""
"workerPersonalAddress.update";"""My worker moved"""
"workerPersonalAddress.update";"""Pascual moved"""
"workerPersonalAddress.update";"""Pascual move"""
"workerPersonalAddress.update";"""worker is moving"""
"workerPersonalAddress.update";"""Bruno moved"""
"workerPersonalContacts.update";"""employee emergency contact adjustment"""
"workerPersonalContacts.update";"""correct worker emergency contacts information"""
"workerPersonalContacts.update";"""edit Vincent emergency contact details"""
"workerPersonalContacts.update";"""adjust Bruno's emergency contact address"""
"workerPersonalContacts.update";"""modify Martha emergency contact email address"""
"workerPersonalContacts.update";"""change emergency contact phone number for Roberto"""
"workerPersonalContacts.update";"""update emergency contact name for associate"""
"workerPersonalContacts.update";"""correct emergency contacts for worker"""
"workerPersonalContacts.update";"""edit emergency contacts for employee"""
"workerPersonalContacts.update";"""adjust emergency contact for Bruno"""
"workerPersonalContacts.update";"""modify Katherine's emergency contacts"""
"workerPersonalContacts.update";"""change Martha's emergency contact"""
"workerPersonalContacts.update";"""update Bruno's emergency contacts"""
"workerPersonalContacts.update";"""correct personal contacts for associate"""
"workerPersonalContacts.update";"""edit personal contacts for Vincent"""
"workerPersonalContacts.update";"""adjust Roberto personal contact"""
"workerPersonalContacts.update";"""modify associate's personal contacts"""
"workerPersonalContacts.update";"""change worker personal contact"""
"workerPersonalContacts.update";"""update employee personal contacts"""
"workerPersonalEmail.update";"""correct email details for worker"""
"workerPersonalEmail.update";"""edit email information for associate"""
"workerPersonalEmail.update";"""adjust email address for employee"""
"workerPersonalEmail.update";"""modify email for Justo"""
"workerPersonalEmail.update";"""change Chase's email address"""
"workerPersonalEmail.update";"""update Vincent's email"""
"workerPersonalEmail.update";"""update Corey email"""
"workerPersonalEmail.update";"""adjust Teresa e-mail"""
"workerPersonalEmail.update";"""modify Corey e-mail"""
"workerPersonalEmail.update";"""Danny email needs to be changed"""
"workerPersonalEmail.update";"""change Danny's email"""
"workerPersonalEmail.update";"""i need to change my associate email id"""
"workerPersonalEmail.update";"""modify laborer e-mail id"""
"workerPersonalEmail.update";"""change labourer email address"""
"workerPersonalEmail.update";"""update worker electronic mail"""
"workerPersonalEmail.update";"""update employee email"""
"workerPersonalEmail.update";"""update Roberto e-mail"""
"workerPersonalEmail.update";"""change e-mail for Roberto"""
"workerPersonalEmail.update";"""change email of worker"""
"workerPersonalEmail.update";"""employee e-mail adjustment"""
"workerPersonalEmail.update";"""edit Bruno's email"""
"workerPersonalEmail.update";"""Vincent e-mail adjustment"""
"workerPersonalEmail.update";"""modify worker mail"""
"workerPersonalEmail.update";"""change employee mail"""
"workerPersonalEmail.update";"""Vincent email adjustment"""
"workerPersonalEmail.update";"""change e-mail of employee"""
"workerPersonalEmail.update";"""edit Bruno's e-mail"""
"workerPersonalPhoneNumber.update";"""correct associate's phone number"""
"workerPersonalPhoneNumber.update";"""edit employee's telephone number"""
"workerPersonalPhoneNumber.update";"""adjust Roberto's phone"""
"workerPersonalPhoneNumber.update";"""modify worker's cell phone"""
"workerPersonalPhoneNumber.update";"""change associate's telephone number"""
"workerPersonalPhoneNumber.update";"""update employee's phone number"""
"workerPersonalPhoneNumber.update";"""modify Anthony Albright phone number"""
"workerPersonalPhoneNumber.update";"""adjust Chase mobile number"""
"workerPersonalPhoneNumber.update";"""update worker cellular phone"""
"workerPersonalPhoneNumber.update";"""change labor cell phone number"""
"workerPersonalPhoneNumber.update";"""modify associate mobile phone"""
"workerPersonalPhoneNumber.update";"""change labourer mobile phone"""
"workerPersonalPhoneNumber.update";"""update laborer phone number"""
"workerPersonalPhoneNumber.update";"""change Vincent cell number"""
"workerPersonalPhoneNumber.update";"""update cellphone of my worker"""
"workerPersonalPhoneNumber.update";"""update employee cellular number"""
"workerPersonalPhoneNumber.update";"""change Silveira phone number"""
"workerPersonalPhoneNumber.update";"""adjust phone number of Maioli"""
"workerPersonalPhoneNumber.update";"""Update employee phone"""
"workerPersonalPhoneNumber.update";"""edit Bruno's phone"""
"workerPersonalPhoneNumber.update";"""Vincent phone adjustment"""
"workerPersonalPhoneNumber.update";"""change phone of worker"""
"workerPersonalPhoneNumber.update";"""change phone for Justo"""
"workerPersonalPhoneNumber.update";"""change phone of employee"""
"workerPersonalPhoneNumber.update";"""Update Roberto phone"""
"workerPersonalPhoneNumber.update";"""employee phone adjustment"""
"workerSocialNetwork.update";"""correct Twitter account details for worker"""
"workerSocialNetwork.update";"""edit LinkedIn account info for associate"""
"workerSocialNetwork.update";"""adjust Facebook account info for employee"""
"workerSocialNetwork.update";"""modify social network accounts for Roberto"""
"workerSocialNetwork.update";"""change Martha's website details"""
"workerSocialNetwork.update";"""update Vincent's Twitter details"""
"workerSocialNetwork.update";"""Vincent Facebook details adjustment"""
"workerSocialNetwork.update";"""Vincent LinkedIn details adjustment"""
"workerSocialNetwork.update";"""employee social network details adjustment"""
"workerSocialNetwork.update";"""edit Bruno's website information"""
"workerSocialNetwork.update";"""edit Bruno's Twitter information"""
"workerSocialNetwork.update";"""change LinkedIn information of employee"""
"workerSocialNetwork.update";"""change social network information of worker"""
"workerSocialNetwork.update";"""change website for Roberto"""
"workerSocialNetwork.update";"""update Roberto Twitter"""
"workerSocialNetwork.update";"""update employee Facebook"""
"workerSocialNetwork.update";"""modify worker LinkedIn"""
"workerSocialNetwork.update";"""change employee social network"""
"workerStartDate.update";"""change start date of candidate"""
"workerStartDate.update";"""update start date"""
"workerStartDate.update";"""update start date of worker"""
"workerStartDate.update";"""update candidate joining date"""
"workerStartDate.update";"""update hire start date"""
"workerStartDate.update";"""new start date update"""
"workerStartDate.update";"""different hire date"""
"workerStartDate.update";"""modify start date of candidate"""
"workerStartDate.update";"""edit joining date of new associate"""
"workerStartDate.update";"""change date worker will start"""
"workerStartDate.update";"""update the hire date for new worker"""
"workerStartDate.update";"""modify employee hire date"""
"workerStudentStatus.update";"""update worker student information"""
"workerStudentStatus.update";"""Martha doesn't go to school anymore"""
"workerStudentStatus.update";"""She doesn't go to school anymore"""
"workerStudentStatus.update";"""associate dropped out of school"""
"workerStudentStatus.update";"""Margarite is going to school"""
"workerStudentStatus.update";"""She enrolled in school"""
"workerStudentStatus.update";"""Chase is a student"""
"workerStudentStatus.update";"""He is a student"""
"workerStudentStatus.update";"""correct student status for employee"""
"workerStudentStatus.update";"""edit student information for Vincent"""
"workerStudentStatus.update";"""adjust my worker's student details"""
"workerStudentStatus.update";"""adjust worker's student details"""
"workerStudentStatus.update";"""modify my associate's student details"""
"workerStudentStatus.update";"""modify associate's student details"""
"workerStudentStatus.update";"""change employee's student information"""
"workerStudentStatus.update";"""update Roberto's student status"""
"workerTobaccoUsageStatus.update";"""Jane doesn't use tobacco products"""
"workerTobaccoUsageStatus.update";"""Dustin smokes cigarettes"""
"workerTobaccoUsageStatus.update";"""Martha doesn't smoke any more"""
"workerTobaccoUsageStatus.update";"""Vincent stopped smoking"""
"workerTobaccoUsageStatus.update";"""correct smoking information for employee"""
"workerTobaccoUsageStatus.update";"""edit smoking details for Claire"""
"workerTobaccoUsageStatus.update";"""adjust worker's tobacco information"""
"workerTobaccoUsageStatus.update";"""modify associate's tobacco usage"""
"workerTobaccoUsageStatus.update";"""change employee's cigarette usage"""
"workerTobaccoUsageStatus.update";"""update Jeff's tobacco product usage"""
"workerTobaccoUsageStatus.update";"""Anthony started smoking this year"""
"workerTobaccoUsageStatus.update";"""Chase quit smoking"""
"workerTobaccoUsageStatus.update";"""worker tobacco status update"""
"workerTobaccoUsageStatus.update";"""change labourer smoking details"""
"workerTobaccoUsageStatus.update";"""tobacco status change of Teresa Brown"""
"workerTobaccoUsageStatus.update";"""update worker tobacco details"""
"workerTobaccoUsageStatus.update";"""Vincent is not smoking any more"""
"workerTobaccoUsageStatus.update";"""modify worker tobaco status"""
"workerTobaccoUsageStatus.update";"""Adjust worker tobacco status"""
"workerTobaccoUsageStatus.update";"""Change employee tobacco status"""
"workerTobaccoUsageStatus.update";"""change worker tobacco status"""
"workerTobaccoUsageStatus.update";"""Modify Vincent smoking status"""
"workerTobaccoUsageStatus.update";"""Martha smokes"""
"workerTobaccoUsageStatus.update";"""Bill start using tobacco"""
"workerTobaccoUsageStatus.update";"""Margarite start smoking"""
"workerTobaccoUsageStatus.update";"""Employee quit smoking"""
"workerVeteranStatus.update";"""They're no longer in the military"""
"workerVeteranStatus.update";"""Chase is not in the military"""
"workerVeteranStatus.update";"""He is a veteran"""
"workerVeteranStatus.update";"""Employee us veteran"""
"workerVeteranStatus.update";"""Worker is in the military"""
"workerVeteranStatus.update";"""She is in the military"""
"workerVeteranStatus.update";"""correct veteran status for her"""
"workerVeteranStatus.update";"""edit military service for him"""
"workerVeteranStatus.update";"""adjust veteran information for Vincent"""
"workerVeteranStatus.update";"""modify her military information"""
"workerVeteranStatus.update";"""modify worker military status"""
"workerVeteranStatus.update";"""change employee veteran status"""
"workerVeteranStatus.update";"""change his military status"""
"workerVeteranStatus.update";"""update Brian's veteran status"""
